"stop_id","pid","race"
"27491","1","White"
"27491","2","White"
"27491","3","White"
"27491","4","White"
"27491","5","Hispanic/Latino/a"
"27492","1","Asian"
"27493","1","Black/African American"
"27493","2","White"
"27494","1","Hispanic/Latino/a"
"27494","2","Hispanic/Latino/a"
"27495","1","Hispanic/Latino/a"
"27496","1","Hispanic/Latino/a"
"27496","2","Hispanic/Latino/a"
"27497","1","Black/African American"
"27498","1","White"
"27499","1","Hispanic/Latino/a"
"27499","2","Hispanic/Latino/a"
"27500","1","Black/African American"
"27501","1","Black/African American"
"27502","1","Hispanic/Latino/a"
"27503","1","White"
"27504","1","White"
"27505","1","Middle Eastern or South Asian"
"27506","1","White"
"27506","2","Black/African American"
"27507","1","White"
"27508","1","Hispanic/Latino/a"
"27509","1","Black/African American"
"27510","1","Hispanic/Latino/a"
"27510","2","Black/African American"
"27510","3","White"
"27510","4","Black/African American"
"27511","1","Middle Eastern or South Asian"
"27512","1","White"
"27513","1","White"
"27514","1","Black/African American"
"27515","1","Black/African American"
"27516","1","Hispanic/Latino/a"
"27517","1","Hispanic/Latino/a"
"27518","1","Asian"
"27519","1","Hispanic/Latino/a"
"27519","1","White"
"27520","1","Hispanic/Latino/a"
"27521","1","White"
"27522","1","White"
"27523","1","White"
"27524","1","Black/African American"
"27525","1","Asian"
"27526","1","Hispanic/Latino/a"
"27527","1","Hispanic/Latino/a"
"27528","1","White"
"27529","1","White"
"27530","1","Black/African American"
"27531","1","White"
"27532","1","White"
"27533","1","Hispanic/Latino/a"
"27534","1","Pacific Islander"
"27535","1","Hispanic/Latino/a"
"27536","1","White"
"27537","1","Asian"
"27538","1","Hispanic/Latino/a"
"27539","1","Black/African American"
"27540","1","Black/African American"
"27541","1","White"
"27542","1","Black/African American"
"27543","1","Hispanic/Latino/a"
"27544","1","Hispanic/Latino/a"
"27545","1","White"
"27545","2","Hispanic/Latino/a"
"27546","1","Hispanic/Latino/a"
"27547","1","Black/African American"
"27548","1","Black/African American"
"27549","1","Middle Eastern or South Asian"
"27550","1","White"
"27551","1","White"
"27552","1","White"
"27553","1","Hispanic/Latino/a"
"27554","1","Hispanic/Latino/a"
"27555","1","Black/African American"
"27556","1","Hispanic/Latino/a"
"27557","1","White"
"27558","1","Black/African American"
"27559","1","White"
"27560","1","Hispanic/Latino/a"
"27560","2","Hispanic/Latino/a"
"27561","1","White"
"27562","1","White"
"27563","1","White"
"27564","1","White"
"27565","1","Asian"
"27565","1","White"
"27566","1","White"
"27567","1","Black/African American"
"27568","1","Black/African American"
"27569","1","Hispanic/Latino/a"
"27569","2","Hispanic/Latino/a"
"27569","3","Hispanic/Latino/a"
"27569","4","Hispanic/Latino/a"
"27570","1","White"
"27571","1","White"
"27572","1","White"
"27573","1","White"
"27574","1","Black/African American"
"27575","1","Black/African American"
"27575","2","Black/African American"
"27575","3","White"
"27576","1","Black/African American"
"27577","1","Black/African American"
"27577","2","Black/African American"
"27578","1","White"
"27579","1","Black/African American"
"27580","1","White"
"27581","1","Black/African American"
"27581","2","Black/African American"
"27581","3","Black/African American"
"27582","1","Black/African American"
"27583","1","Hispanic/Latino/a"
"27584","1","White"
"27584","2","White"
"27585","1","Hispanic/Latino/a"
"27586","1","White"
"27587","1","Black/African American"
"27588","1","Hispanic/Latino/a"
"27588","2","Hispanic/Latino/a"
"27589","1","Hispanic/Latino/a"
"27590","1","White"
"27591","1","Black/African American"
"27592","1","Hispanic/Latino/a"
"27593","1","Hispanic/Latino/a"
"27594","1","Hispanic/Latino/a"
"27595","1","Hispanic/Latino/a"
"27596","1","Black/African American"
"27596","1","White"
"27597","1","Asian"
"27598","1","White"
"27599","1","Hispanic/Latino/a"
"27600","1","White"
"27601","1","White"
"27602","1","Hispanic/Latino/a"
"27603","1","White"
"27604","1","Hispanic/Latino/a"
"27605","1","White"
"27606","1","Black/African American"
"27607","1","Hispanic/Latino/a"
"27608","1","Black/African American"
"27609","1","Hispanic/Latino/a"
"27610","1","Hispanic/Latino/a"
"27611","1","Black/African American"
"27611","2","White"
"27612","1","Black/African American"
"27612","2","White"
"27612","3","Black/African American"
"27612","4","Black/African American"
"27612","5","Black/African American"
"27613","1","Hispanic/Latino/a"
"27613","2","Hispanic/Latino/a"
"27613","3","Hispanic/Latino/a"
"27613","4","Hispanic/Latino/a"
"27614","1","White"
"27614","2","Black/African American"
"27615","1","Black/African American"
"27616","1","Hispanic/Latino/a"
"27617","1","Hispanic/Latino/a"
"27618","1","Black/African American"
"27619","1","Hispanic/Latino/a"
"27620","1","Middle Eastern or South Asian"
"27621","1","White"
"27622","1","Hispanic/Latino/a"
"27623","1","Hispanic/Latino/a"
"27623","2","Hispanic/Latino/a"
"27624","1","Asian"
"27625","1","Asian"
"27626","1","White"
"27627","1","Black/African American"
"27628","1","White"
"27629","1","Black/African American"
"27630","1","Hispanic/Latino/a"
"27631","1","White"
"27631","2","White"
"27632","1","White"
"27633","1","Hispanic/Latino/a"
"27634","1","White"
"27635","1","White"
"27636","1","Asian"
"27636","2","White"
"27636","3","White"
"27637","1","White"
"27638","1","White"
"27639","1","Black/African American"
"27639","1","White"
"27640","1","White"
"27641","1","Hispanic/Latino/a"
"27641","2","Hispanic/Latino/a"
"27642","1","White"
"27643","1","Asian"
"27644","1","Black/African American"
"27645","1","Hispanic/Latino/a"
"27646","1","Hispanic/Latino/a"
"27647","1","White"
"27648","1","White"
"27649","1","White"
"27649","2","White"
"27650","1","Hispanic/Latino/a"
"27651","1","Hispanic/Latino/a"
"27652","1","White"
"27653","1","White"
"27654","1","Hispanic/Latino/a"
"27655","1","White"
"27655","2","White"
"27656","1","White"
"27657","1","White"
"27658","1","Hispanic/Latino/a"
"27659","1","White"
"27660","1","White"
"27661","1","Asian"
"27662","1","Hispanic/Latino/a"
"27663","1","White"
"27663","2","Black/African American"
"27664","1","Black/African American"
"27664","2","Black/African American"
"27665","1","Hispanic/Latino/a"
"27666","1","Hispanic/Latino/a"
"27667","1","Black/African American"
"27668","1","White"
"27668","2","White"
"27668","3","White"
"27668","4","Black/African American"
"27668","5","Black/African American"
"27668","6","White"
"27669","1","Hispanic/Latino/a"
"27670","1","White"
"27671","1","White"
"27672","1","Black/African American"
"27673","1","White"
"27674","1","Hispanic/Latino/a"
"27675","1","Hispanic/Latino/a"
"27676","1","White"
"27677","1","Hispanic/Latino/a"
"27678","1","White"
"27679","1","Hispanic/Latino/a"
"27680","1","Hispanic/Latino/a"
"27681","1","Hispanic/Latino/a"
"27682","1","Middle Eastern or South Asian"
"27683","1","Hispanic/Latino/a"
"27684","1","Hispanic/Latino/a"
"27685","1","White"
"27685","2","White"
"27685","3","White"
"27685","4","White"
"27686","1","White"
"27687","1","White"
"27688","1","White"
"27688","2","White"
"27689","1","Black/African American"
"27690","1","White"
"27691","1","White"
"27692","1","White"
"27693","1","White"
"27694","1","White"
"27694","2","White"
"27695","1","Hispanic/Latino/a"
"27696","1","White"
"27697","1","White"
"27698","1","Hispanic/Latino/a"
"27699","1","White"
"27700","1","White"
"27701","1","White"
"27702","1","White"
"27703","1","White"
"27704","1","White"
"27705","1","Asian"
"27706","1","Asian"
"27707","1","Hispanic/Latino/a"
"27708","1","Black/African American"
"27709","1","White"
"27710","1","White"
"27711","1","Hispanic/Latino/a"
"27712","1","White"
"27713","1","Hispanic/Latino/a"
"27714","1","Hispanic/Latino/a"
"27715","1","Hispanic/Latino/a"
"27716","1","White"
"27717","1","White"
"27718","1","Black/African American"
"27719","1","White"
"27720","1","Hispanic/Latino/a"
"27721","1","White"
"27722","1","White"
"27723","1","White"
"27724","1","White"
"27725","1","White"
"27726","1","White"
"27727","1","Hispanic/Latino/a"
"27728","1","Black/African American"
"27728","2","Black/African American"
"27728","3","White"
"27728","4","White"
"27728","5","White"
"27728","6","White"
"27729","1","Hispanic/Latino/a"
"27730","1","Hispanic/Latino/a"
"27731","1","Pacific Islander"
"27732","1","White"
"27733","1","Asian"
"27734","1","Asian"
"27734","2","Hispanic/Latino/a"
"27735","1","White"
"27736","1","White"
"27737","1","White"
"27738","1","Hispanic/Latino/a"
"27739","1","White"
"27740","1","White"
"27741","1","White"
"27741","2","Hispanic/Latino/a"
"27742","1","White"
"27743","1","White"
"27744","1","Asian"
"27745","1","Pacific Islander"
"27746","1","Hispanic/Latino/a"
"27746","2","Hispanic/Latino/a"
"27747","1","White"
"27748","1","Hispanic/Latino/a"
"27749","1","Black/African American"
"27750","1","Black/African American"
"27751","1","White"
"27752","1","White"
"27753","1","Middle Eastern or South Asian"
"27754","1","White"
"27755","1","White"
"27756","1","White"
"27757","1","Hispanic/Latino/a"
"27758","1","Hispanic/Latino/a"
"27759","1","Hispanic/Latino/a"
"27760","1","Hispanic/Latino/a"
"27761","1","Hispanic/Latino/a"
"27762","1","White"
"27763","1","Black/African American"
"27764","1","White"
"27765","1","White"
"27766","1","Hispanic/Latino/a"
"27767","1","Hispanic/Latino/a"
"27768","1","Hispanic/Latino/a"
"27769","1","White"
"27770","1","Hispanic/Latino/a"
"27771","1","White"
"27772","1","Hispanic/Latino/a"
"27773","1","Black/African American"
"27774","1","Hispanic/Latino/a"
"27775","1","Hispanic/Latino/a"
"27776","1","Black/African American"
"27776","2","White"
"27777","1","Hispanic/Latino/a"
"27778","1","Hispanic/Latino/a"
"27779","1","Hispanic/Latino/a"
"27780","1","White"
"27781","1","Hispanic/Latino/a"
"27782","1","Black/African American"
"27783","1","Hispanic/Latino/a"
"27784","1","Hispanic/Latino/a"
"27785","1","Black/African American"
"27786","1","White"
"27787","1","White"
"27788","1","White"
"27789","1","Hispanic/Latino/a"
"27790","1","White"
"27791","1","Hispanic/Latino/a"
"27792","1","Black/African American"
"27793","1","Black/African American"
"27794","1","Black/African American"
"27794","2","White"
"27794","3","Pacific Islander"
"27795","1","White"
"27796","1","White"
"27797","1","Asian"
"27798","1","Black/African American"
"27798","2","White"
"27798","3","Hispanic/Latino/a"
"27799","1","Hispanic/Latino/a"
"27799","2","Black/African American"
"27799","3","White"
"27799","4","Hispanic/Latino/a"
"27800","1","Black/African American"
"27801","1","White"
"27802","1","Black/African American"
"27803","1","Black/African American"
"27804","1","White"
"27805","1","White"
"27806","1","Hispanic/Latino/a"
"27807","1","White"
"27808","1","White"
"27809","1","Black/African American"
"27810","1","Asian"
"27811","1","White"
"27812","1","Hispanic/Latino/a"
"27813","1","White"
"27814","1","White"
"27815","1","White"
"27816","1","White"
"27817","1","White"
"27818","1","White"
"27819","1","White"
"27820","1","White"
"27821","1","Hispanic/Latino/a"
"27822","1","White"
"27823","1","White"
"27824","1","White"
"27825","1","White"
"27826","1","White"
"27827","1","Hispanic/Latino/a"
"27828","1","White"
"27829","1","White"
"27830","1","White"
"27831","1","White"
"27832","1","Hispanic/Latino/a"
"27833","1","White"
"27834","1","Hispanic/Latino/a"
"27835","1","White"
"27836","1","White"
"27837","1","White"
"27838","1","Hispanic/Latino/a"
"27839","1","Middle Eastern or South Asian"
"27840","1","White"
"27841","1","Hispanic/Latino/a"
"27842","1","White"
"27843","1","White"
"27844","1","White"
"27845","1","Hispanic/Latino/a"
"27846","1","White"
"27847","1","White"
"27848","1","White"
"27849","1","Black/African American"
"27850","1","Asian"
"27851","1","White"
"27852","1","Hispanic/Latino/a"
"27853","1","Pacific Islander"
"27854","1","Asian"
"27855","1","White"
"27856","1","Black/African American"
"27857","1","White"
"27858","1","Black/African American"
"27859","1","Middle Eastern or South Asian"
"27860","1","Black/African American"
"27861","1","White"
"27862","1","Middle Eastern or South Asian"
"27863","1","White"
"27864","1","White"
"27865","1","Hispanic/Latino/a"
"27866","1","Hispanic/Latino/a"
"27867","1","White"
"27868","1","Hispanic/Latino/a"
"27869","1","Hispanic/Latino/a"
"27870","1","Middle Eastern or South Asian"
"27871","1","Black/African American"
"27872","1","Hispanic/Latino/a"
"27873","1","White"
"27874","1","White"
"27875","1","Hispanic/Latino/a"
"27876","1","Hispanic/Latino/a"
"27877","1","White"
"27878","1","Hispanic/Latino/a"
"27879","1","Hispanic/Latino/a"
"27880","1","Black/African American"
"27881","1","White"
"27882","1","White"
"27883","1","Black/African American"
"27884","1","White"
"27885","1","Hispanic/Latino/a"
"27886","1","White"
"27887","1","Hispanic/Latino/a"
"27888","1","White"
"27889","1","Middle Eastern or South Asian"
"27890","1","White"
"27891","1","White"
"27892","1","Black/African American"
"27893","1","White"
"27894","1","Hispanic/Latino/a"
"27895","1","Black/African American"
"27896","1","Hispanic/Latino/a"
"27897","1","Middle Eastern or South Asian"
"27898","1","White"
"27899","1","Middle Eastern or South Asian"
"27900","1","Black/African American"
"27901","1","White"
"27902","1","Black/African American"
"27903","1","White"
"27904","1","Black/African American"
"27905","1","Hispanic/Latino/a"
"27906","1","White"
"27907","1","White"
"27908","1","White"
"27909","1","Asian"
"27910","1","Black/African American"
"27911","1","White"
"27912","1","White"
"27913","1","Hispanic/Latino/a"
"27914","1","Hispanic/Latino/a"
"27915","1","Middle Eastern or South Asian"
"27916","1","Black/African American"
"27916","2","Hispanic/Latino/a"
"27917","1","Pacific Islander"
"27918","1","Hispanic/Latino/a"
"27919","1","Asian"
"27920","1","White"
"27920","2","White"
"27921","1","Hispanic/Latino/a"
"27921","2","Hispanic/Latino/a"
"27922","1","Pacific Islander"
"27923","1","Hispanic/Latino/a"
"27924","1","Hispanic/Latino/a"
"27925","1","Black/African American"
"27926","1","Hispanic/Latino/a"
"27927","1","Black/African American"
"27928","1","White"
"27929","1","Hispanic/Latino/a"
"27930","1","White"
"27931","1","Asian"
"27932","1","Hispanic/Latino/a"
"27932","2","Hispanic/Latino/a"
"27932","3","Hispanic/Latino/a"
"27933","1","White"
"27934","1","Hispanic/Latino/a"
"27935","1","Hispanic/Latino/a"
"27936","1","Asian"
"27936","2","White"
"27936","2","Hispanic/Latino/a"
"27936","3","White"
"27936","3","Black/African American"
"27937","1","Hispanic/Latino/a"
"27938","1","White"
"27939","1","Middle Eastern or South Asian"
"27940","1","Hispanic/Latino/a"
"27941","1","Hispanic/Latino/a"
"27942","1","Black/African American"
"27943","1","Hispanic/Latino/a"
"27944","1","Hispanic/Latino/a"
"27945","1","White"
"27946","1","Black/African American"
"27947","1","Hispanic/Latino/a"
"27948","1","White"
"27949","1","Hispanic/Latino/a"
"27950","1","Asian"
"27951","1","Hispanic/Latino/a"
"27952","1","White"
"27953","1","Black/African American"
"27954","1","White"
"27955","1","White"
"27956","1","Hispanic/Latino/a"
"27956","2","White"
"27956","3","Black/African American"
"27957","1","White"
"27958","1","Black/African American"
"27959","1","Hispanic/Latino/a"
"27960","1","Hispanic/Latino/a"
"27961","1","Hispanic/Latino/a"
"27962","1","Hispanic/Latino/a"
"27963","1","White"
"27964","1","White"
"27965","1","Hispanic/Latino/a"
"27966","1","Asian"
"27967","1","Asian"
"27968","1","Hispanic/Latino/a"
"27969","1","Asian"
"27970","1","White"
"27971","1","White"
"27972","1","White"
"27973","1","White"
"27974","1","Hispanic/Latino/a"
"27974","2","White"
"27975","1","Hispanic/Latino/a"
"27976","1","White"
"27977","1","Hispanic/Latino/a"
"27977","2","Hispanic/Latino/a"
"27978","1","Hispanic/Latino/a"
"27979","1","Hispanic/Latino/a"
"27980","1","Hispanic/Latino/a"
"27981","1","Hispanic/Latino/a"
"27982","1","Hispanic/Latino/a"
"27983","1","White"
"27984","1","Hispanic/Latino/a"
"27985","1","Hispanic/Latino/a"
"27986","1","White"
"27987","1","White"
"27987","2","Black/African American"
"27988","1","Hispanic/Latino/a"
"27989","1","Hispanic/Latino/a"
"27990","1","White"
"27991","1","Asian"
"27992","1","Hispanic/Latino/a"
"27993","1","White"
"27994","1","White"
"27995","1","Black/African American"
"27996","1","White"
"27996","2","White"
"27997","1","White"
"27998","1","Middle Eastern or South Asian"
"27999","1","White"
"28000","1","White"
"28001","1","White"
"28002","1","White"
"28003","1","Black/African American"
"28003","2","Pacific Islander"
"28004","1","White"
"28005","1","Middle Eastern or South Asian"
"28005","1","Hispanic/Latino/a"
"28005","2","Hispanic/Latino/a"
"28006","1","Black/African American"
"28007","1","White"
"28008","1","Middle Eastern or South Asian"
"28009","1","Black/African American"
"28010","1","Black/African American"
"28011","1","Black/African American"
"28012","1","White"
"28013","1","Hispanic/Latino/a"
"28014","1","Black/African American"
"28014","2","Black/African American"
"28015","1","Hispanic/Latino/a"
"28015","2","White"
"28016","1","White"
"28017","1","Hispanic/Latino/a"
"28018","1","White"
"28019","1","Asian"
"28020","1","White"
"28021","1","Black/African American"
"28022","1","White"
"28023","1","White"
"28024","1","Hispanic/Latino/a"
"28025","1","Black/African American"
"28026","1","Hispanic/Latino/a"
"28027","1","White"
"28028","1","White"
"28029","1","Hispanic/Latino/a"
"28030","1","White"
"28031","1","Hispanic/Latino/a"
"28032","1","Hispanic/Latino/a"
"28033","1","White"
"28034","1","Hispanic/Latino/a"
"28035","1","White"
"28036","1","White"
"28037","1","White"
"28038","1","Black/African American"
"28039","1","Middle Eastern or South Asian"
"28040","1","Black/African American"
"28041","1","White"
"28042","1","Black/African American"
"28043","1","White"
"28044","1","White"
"28045","1","Hispanic/Latino/a"
"28046","1","Black/African American"
"28047","1","White"
"28048","1","Black/African American"
"28049","1","Black/African American"
"28050","1","Black/African American"
"28051","1","Black/African American"
"28052","1","White"
"28053","1","Hispanic/Latino/a"
"28054","1","Hispanic/Latino/a"
"28055","1","White"
"28056","1","White"
"28057","1","White"
"28058","1","White"
"28059","1","Hispanic/Latino/a"
"28060","1","Hispanic/Latino/a"
"28061","1","Black/African American"
"28062","1","Black/African American"
"28063","1","Black/African American"
"28064","1","White"
"28065","1","Hispanic/Latino/a"
"28066","1","Hispanic/Latino/a"
"28066","2","Hispanic/Latino/a"
"28067","1","Hispanic/Latino/a"
"28067","2","Hispanic/Latino/a"
"28068","1","White"
"28069","1","Hispanic/Latino/a"
"28070","1","Hispanic/Latino/a"
"28071","1","Hispanic/Latino/a"
"28072","1","Pacific Islander"
"28073","1","Black/African American"
"28074","1","White"
"28075","1","White"
"28076","1","Black/African American"
"28077","1","Hispanic/Latino/a"
"28078","1","Black/African American"
"28079","1","White"
"28079","2","Black/African American"
"28080","1","White"
"28081","1","Hispanic/Latino/a"
"28082","1","Black/African American"
"28083","1","Hispanic/Latino/a"
"28084","1","White"
"28085","1","White"
"28086","1","Middle Eastern or South Asian"
"28087","1","Hispanic/Latino/a"
"28088","1","White"
"28089","1","Hispanic/Latino/a"
"28090","1","White"
"28091","1","Black/African American"
"28092","1","White"
"28093","1","White"
"28094","1","Asian"
"28095","1","White"
"28096","1","White"
"28096","2","Hispanic/Latino/a"
"28097","1","White"
"28097","2","White"
"28098","1","White"
"28099","1","Black/African American"
"28100","1","White"
"28101","1","Hispanic/Latino/a"
"28101","2","Hispanic/Latino/a"
"28102","1","Native American"
"28103","1","White"
"28104","1","Hispanic/Latino/a"
"28105","1","Black/African American"
"28106","1","Black/African American"
"28107","1","Hispanic/Latino/a"
"28108","1","White"
"28109","1","Hispanic/Latino/a"
"28110","1","Hispanic/Latino/a"
"28111","1","Hispanic/Latino/a"
"28112","1","Hispanic/Latino/a"
"28113","1","Hispanic/Latino/a"
"28113","2","White"
"28114","1","Black/African American"
"28115","1","Black/African American"
"28116","1","White"
"28117","1","White"
"28118","1","Hispanic/Latino/a"
"28119","1","Hispanic/Latino/a"
"28120","1","White"
"28121","1","Hispanic/Latino/a"
"28122","1","Hispanic/Latino/a"
"28123","1","White"
"28124","1","Hispanic/Latino/a"
"28125","1","Hispanic/Latino/a"
"28126","1","White"
"28127","1","White"
"28128","1","White"
"28128","2","White"
"28129","1","White"
"28130","1","White"
"28131","1","White"
"28132","1","White"
"28133","1","White"
"28134","1","White"
"28135","1","Black/African American"
"28136","1","White"
"28137","1","Hispanic/Latino/a"
"28138","1","White"
"28139","1","White"
"28140","1","White"
"28141","1","Black/African American"
"28142","1","Hispanic/Latino/a"
"28142","2","Hispanic/Latino/a"
"28143","1","White"
"28144","1","Hispanic/Latino/a"
"28145","1","Hispanic/Latino/a"
"28145","2","Hispanic/Latino/a"
"28146","1","White"
"28147","1","White"
"28147","2","Black/African American"
"28148","1","White"
"28149","1","Hispanic/Latino/a"
"28150","1","Black/African American"
"28151","1","Black/African American"
"28152","1","White"
"28153","1","Hispanic/Latino/a"
"28154","1","Black/African American"
"28155","1","Black/African American"
"28156","1","Hispanic/Latino/a"
"28157","1","White"
"28158","1","White"
"28159","1","White"
"28160","1","White"
"28161","1","White"
"28162","1","White"
"28162","2","White"
"28163","1","Hispanic/Latino/a"
"28164","1","Black/African American"
"28165","1","White"
"28166","1","White"
"28166","2","White"
"28167","1","Middle Eastern or South Asian"
"28168","1","Hispanic/Latino/a"
"28169","1","White"
"28170","1","Black/African American"
"28171","1","Hispanic/Latino/a"
"28172","1","Hispanic/Latino/a"
"28173","1","Black/African American"
"28173","1","White"
"28174","1","Hispanic/Latino/a"
"28175","1","Hispanic/Latino/a"
"28176","1","Hispanic/Latino/a"
"28177","1","Hispanic/Latino/a"
"28177","2","White"
"28178","1","White"
"28179","1","White"
"28180","1","Black/African American"
"28181","1","White"
"28182","1","White"
"28183","1","White"
"28184","1","Black/African American"
"28185","1","Hispanic/Latino/a"
"28186","1","Black/African American"
"28187","1","White"
"28188","1","Hispanic/Latino/a"
"28189","1","Hispanic/Latino/a"
"28190","1","Asian"
"28191","1","White"
"28192","1","Black/African American"
"28193","1","White"
"28194","1","White"
"28194","2","White"
"28194","3","White"
"28195","1","White"
"28196","1","Black/African American"
"28196","2","Black/African American"
"28197","1","White"
"28198","1","White"
"28199","1","White"
"28200","1","White"
"28201","1","White"
"28202","1","White"
"28202","2","Hispanic/Latino/a"
"28203","1","Black/African American"
"28204","1","Black/African American"
"28205","1","White"
"28206","1","White"
"28207","1","Hispanic/Latino/a"
"28208","1","White"
"28209","1","White"
"28210","1","White"
"28211","1","Hispanic/Latino/a"
"28212","1","White"
"28213","1","Asian"
"28214","1","White"
"28215","1","White"
"28216","1","Hispanic/Latino/a"
"28217","1","Hispanic/Latino/a"
"28218","1","Hispanic/Latino/a"
"28219","1","White"
"28220","1","Hispanic/Latino/a"
"28221","1","Hispanic/Latino/a"
"28222","1","White"
"28223","1","White"
"28224","1","White"
"28225","1","White"
"28226","1","White"
"28227","1","White"
"28228","1","Hispanic/Latino/a"
"28229","1","White"
"28230","1","Hispanic/Latino/a"
"28231","1","Asian"
"28232","1","White"
"28233","1","Black/African American"
"28234","1","Hispanic/Latino/a"
"28235","1","Hispanic/Latino/a"
"28236","1","White"
"28237","1","Hispanic/Latino/a"
"28238","1","White"
"28239","1","Hispanic/Latino/a"
"28240","1","Hispanic/Latino/a"
"28240","2","White"
"28241","1","Hispanic/Latino/a"
"28242","1","Hispanic/Latino/a"
"28243","1","White"
"28244","1","White"
"28245","1","White"
"28246","1","Middle Eastern or South Asian"
"28247","1","Hispanic/Latino/a"
"28248","1","Black/African American"
"28249","1","White"
"28250","1","Hispanic/Latino/a"
"28251","1","Pacific Islander"
"28252","1","Black/African American"
"28253","1","Hispanic/Latino/a"
"28254","1","Asian"
"28255","1","White"
"28256","1","White"
"28257","1","White"
"28258","1","White"
"28259","1","Hispanic/Latino/a"
"28260","1","Hispanic/Latino/a"
"28261","1","White"
"28262","1","White"
"28263","1","Hispanic/Latino/a"
"28264","1","Asian"
"28265","1","White"
"28266","1","Middle Eastern or South Asian"
"28267","1","White"
"28268","1","Hispanic/Latino/a"
"28269","1","White"
"28269","1","Hispanic/Latino/a"
"28270","1","Hispanic/Latino/a"
"28271","1","Black/African American"
"28272","1","White"
"28273","1","White"
"28274","1","White"
"28274","2","Hispanic/Latino/a"
"28275","1","White"
"28276","1","Black/African American"
"28277","1","Black/African American"
"28278","1","White"
"28279","1","Asian"
"28280","1","White"
"28281","1","White"
"28281","2","White"
"28282","1","White"
"28283","1","Hispanic/Latino/a"
"28284","1","White"
"28285","1","White"
"28286","1","Pacific Islander"
"28286","2","Hispanic/Latino/a"
"28287","1","White"
"28288","1","White"
"28289","1","White"
"28290","1","White"
"28291","1","White"
"28292","1","White"
"28293","1","Black/African American"
"28294","1","Hispanic/Latino/a"
"28295","1","White"
"28296","1","Hispanic/Latino/a"
"28297","1","Black/African American"
"28298","1","White"
"28299","1","White"
"28300","1","White"
"28301","1","Pacific Islander"
"28302","1","White"
"28303","1","White"
"28304","1","White"
"28305","1","White"
"28306","1","White"
"28307","1","White"
"28308","1","Pacific Islander"
"28309","1","White"
"28310","1","Hispanic/Latino/a"
"28311","1","Hispanic/Latino/a"
"28312","1","White"
"28313","1","White"
"28314","1","White"
"28315","1","Hispanic/Latino/a"
"28316","1","Hispanic/Latino/a"
"28317","1","Hispanic/Latino/a"
"28318","1","White"
"28319","1","Hispanic/Latino/a"
"28320","1","Hispanic/Latino/a"
"28320","2","White"
"28321","1","Hispanic/Latino/a"
"28322","1","White"
"28323","1","White"
"28324","1","White"
"28325","1","Hispanic/Latino/a"
"28326","1","White"
"28327","1","White"
"28328","1","White"
"28329","1","Hispanic/Latino/a"
"28330","1","Hispanic/Latino/a"
"28331","1","Hispanic/Latino/a"
"28332","1","White"
"28333","1","Hispanic/Latino/a"
"28334","1","White"
"28335","1","Hispanic/Latino/a"
"28336","1","White"
"28337","1","Black/African American"
"28338","1","Hispanic/Latino/a"
"28339","1","Hispanic/Latino/a"
"28340","1","Hispanic/Latino/a"
"28341","1","Pacific Islander"
"28342","1","White"
"28343","1","Hispanic/Latino/a"
"28344","1","Pacific Islander"
"28345","1","Pacific Islander"
"28346","1","White"
"28347","1","Hispanic/Latino/a"
"28348","1","Hispanic/Latino/a"
"28349","1","Middle Eastern or South Asian"
"28350","1","Hispanic/Latino/a"
"28351","1","Middle Eastern or South Asian"
"28352","1","White"
"28353","1","White"
"28354","1","Hispanic/Latino/a"
"28355","1","White"
"28356","1","White"
"28357","1","Middle Eastern or South Asian"
"28358","1","White"
"28359","1","White"
"28360","1","White"
"28361","1","White"
"28362","1","White"
"28363","1","Hispanic/Latino/a"
"28364","1","White"
"28365","1","White"
"28366","1","Hispanic/Latino/a"
"28367","1","Hispanic/Latino/a"
"28368","1","Black/African American"
"28369","1","Black/African American"
"28370","1","White"
"28371","1","Hispanic/Latino/a"
"28372","1","White"
"28373","1","White"
"28374","1","White"
"28375","1","Hispanic/Latino/a"
"28376","1","Black/African American"
"28377","1","Hispanic/Latino/a"
"28378","1","Hispanic/Latino/a"
"28379","1","Middle Eastern or South Asian"
"28380","1","White"
"28381","1","White"
"28382","1","White"
"28383","1","Hispanic/Latino/a"
"28384","1","White"
"28385","1","Hispanic/Latino/a"
"28386","1","White"
"28387","1","Black/African American"
"28388","1","Hispanic/Latino/a"
"28389","1","White"
"28390","1","White"
"28391","1","White"
"28392","1","White"
"28393","1","White"
"28394","1","White"
"28395","1","White"
"28396","1","White"
"28397","1","White"
"28398","1","White"
"28399","1","Black/African American"
"28400","1","Hispanic/Latino/a"
"28401","1","White"
"28402","1","White"
"28403","1","Hispanic/Latino/a"
"28404","1","White"
"28405","1","White"
"28406","1","White"
"28407","1","Hispanic/Latino/a"
"28408","1","Hispanic/Latino/a"
"28409","1","White"
"28410","1","Middle Eastern or South Asian"
"28411","1","Black/African American"
"28412","1","White"
"28413","1","White"
"28414","1","White"
"28415","1","White"
"28416","1","Black/African American"
"28417","1","White"
"28418","1","Hispanic/Latino/a"
"28419","1","Hispanic/Latino/a"
"28420","1","White"
"28421","1","Black/African American"
"28422","1","Hispanic/Latino/a"
"28423","1","Hispanic/Latino/a"
"28424","1","Hispanic/Latino/a"
"28425","1","Hispanic/Latino/a"
"28426","1","White"
"28427","1","Black/African American"
"28428","1","Hispanic/Latino/a"
"28429","1","Hispanic/Latino/a"
"28430","1","Black/African American"
"28431","1","Hispanic/Latino/a"
